segment_no	gene_ID	chromosome	gene_start	gene_end	start	end	mean_h2az	max_h2az
9685	AT5G40200	5	16070146	16073387	16071321	16072811	0.411367552	1.174270034
9686	AT5G40230	5	16079648	16081893	16080402	16080900	0.994536898	1.983219981
9687	AT5G40240	5	16081988	16085213	16082508	16083550	0.735923853	2.957429886
9688	AT5G40270	5	16093035	16097245	16093939	16096226	0.574075405	1.291010022
9689	AT5G40280	5	16101343	16104962	16102235	16104829	0.408285183	4.175189972
9690	AT5G40300	5	16110634	16113059	16111843	16112500	0.436743573	0.848085999
9691	AT5G40310	5	16113079	16116171	16113392	16113450	1.036464989	1.063439965
9692	AT5G40340	5	16130881	16135393	16130884	16134150	0.748091978	3.429620028
9693	AT5G40370	5	16147347	16149256	16147698	16148106	0.537380996	0.969241023
9694	AT5G40400	5	16166231	16168870	16167202	16168300	0.580691409	1.391729951
9695	AT5G40440	5	16181628	16184827	16182602	16184625	0.533156042	2.348550081
9696	AT5G40450	5	16184650	16195888	16184906	16194100	0.513697222	1.670079947
9697	AT5G40480	5	16213036	16224177	16214355	16223848	0.45394778	2.609489918
9698	AT5G40490	5	16225326	16227757	16225988	16227431	0.269301097	0.913322985
9699	AT5G40510	5	16228960	16231142	16230252	16230500	0.951811576	1.043799996
9700	AT5G40520	5	16231143	16234348	16231251	16233650	0.535653938	1.774459958
9701	AT5G40530	5	16234461	16236311	16235295	16236096	0.700541055	2.087599993
9702	AT5G40550	5	16241009	16243410	16241872	16243171	1.034111247	6.523739815
9703	AT5G40580	5	16248286	16250925	16248386	16249852	0.371444978	1.043799996
9704	AT5G40600	5	16253469	16256829	16254152	16256100	0.483937589	1.174270034
9705	AT5G40610	5	16264829	16267406	16265502	16266238	1.010290138	1.640249968
9706	AT5G40650	5	16281394	16283527	16282645	16283518	0.386846098	0.695864975
9707	AT5G40660	5	16283146	16285344	16283179	16284395	0.772932516	3.131390095
9708	AT5G40670	5	16285711	16287947	16286989	16287932	0.675734948	1.630929947
9709	AT5G40700	5	16291755	16293649	16291952	16292400	1.05356288	1.61789
9710	AT5G40710	5	16294967	16297058	16296002	16296425	0.673821996	0.848085999
9711	AT5G40740	5	16301846	16306479	16302246	16305700	0.559914192	2.261559963
9712	AT5G40760	5	16310663	16314811	16311652	16314300	0.542544545	2.870440006
9713	AT5G40770	5	16314850	16317291	16315624	16316050	0.934912006	1.342030048
9714	AT5G40810	5	16339863	16342927	16340596	16342824	0.379596672	1.174270034
9715	AT5G40820	5	16342728	16353898	16342741	16353200	0.51162596	6.088819981
9716	AT5G40830	5	16354362	16356341	16354552	16355000	0.753950338	1.739660025
9717	AT5G40840	5	16359331	16363878	16359902	16362500	0.856071387	3.479330063
9718	AT5G40850	5	16365900	16369316	16367602	16368771	0.583491996	1.640249968
9719	AT5G40870	5	16374799	16378652	16376052	16378050	0.739425546	2.191979885
9720	AT5G40880	5	16378893	16381352	16379581	16381100	0.491508868	1.826650023
9721	AT5G40910	5	16394462	16400489	16396002	16399700	0.476585134	1.971619964
9722	AT5G40930	5	16404457	16406079	16405246	16405600	0.552060381	0.782848001
9723	AT5G41000	5	16420755	16423830	16421702	16423350	0.630446182	1.826650023
9724	AT5G41080	5	16441655	16444023	16443304	16443471	0.404109247	0.60888201
9725	AT5G41100	5	16447185	16450909	16448107	16450581	0.539787205	3.914239883
9726	AT5G41110	5	16451470	16455364	16452347	16455330	0.490358097	1.565700054
9727	AT5G41109	5	16452453	16452593	16452465	16452525	0.302701011	0.334015012
9728	AT5G41120	5	16455094	16459253	16455322	16458497	0.490978664	2.087599993
9729	AT5G41130	5	16459474	16463432	16459944	16462230	0.464221811	1.630929947
9730	AT5G41140	5	16468327	16472810	16469783	16472396	0.777825927	2.435529947
9731	AT5G41150	5	16472764	16477417	16473067	16475950	0.44588432	1.87883997
9732	AT5G41160	5	16477119	16478436	16478152	16478350	0.962546974	1.128299952
9733	AT5G41170	5	16478486	16480584	16478739	16479900	0.588808867	1.435220003
9734	AT5G41180	5	16483760	16487427	16484547	16487211	0.511875833	1.670079947
9735	AT5G41190	5	16487466	16490101	16487685	16489176	0.771062233	2.479020119
9736	AT5G41210	5	16492275	16494059	16492803	16493300	0.980734992	2.087599993
9737	AT5G41220	5	16494325	16497163	16494723	16496100	0.801034112	3.131390095
9738	AT5G41240	5	16497959	16500865	16498214	16500094	0.412063046	1.244529963
9739	AT5G41260	5	16503562	16507475	16504497	16507224	0.510279604	1.281020045
9740	AT5G41280	5	16509507	16511078	16510816	16510991	1.05829604	1.565700054
9741	AT5G41320	5	16533931	16535989	16534575	16535950	0.627101858	1.84671998
9742	AT5G41330	5	16535339	16538016	16535404	16537050	0.804556211	2.087599993
9743	AT5G41340	5	16538063	16540189	16538446	16539441	0.863893723	1.488379955
9744	AT5G41350	5	16541462	16543985	16542010	16543261	0.430958845	1.826650023
9745	AT5G41360	5	16544333	16549327	16545152	16548650	0.32591296	1.435220003
9746	AT5G41370	5	16551119	16556038	16551874	16555400	0.365746194	1.565700054
9747	AT5G41390	5	16565303	16567483	16567052	16567217	0.812494501	0.984021008
9748	AT5G41470	5	16593841	16595568	16594752	16594950	0.87970151	1.043799996
9749	AT5G41480	5	16595863	16598682	16596792	16598400	0.642984699	2.311269999
9750	AT5G41580	5	16626185	16630820	16626572	16629866	0.48869282	2.087599993
9751	AT5G41610	5	16638302	16641933	16639702	16639900	0.798069499	1.174270034
9752	AT5G41670	5	16664674	16667390	16665902	16666450	0.755343529	1.210809946
9753	AT5G41680	5	16667769	16669489	16668552	16669043	0.485333297	1.043799996
9754	AT5G41690	5	16669981	16675166	16670902	16673358	0.565183356	1.739660025
9755	AT5G41700	5	16675582	16677525	16676795	16677100	0.615163135	1.217759967
9756	AT5G41730	5	16684606	16687706	16685702	16686100	1.192523398	2.000610113
9757	AT5G41760	5	16706850	16709909	16707691	16709390	0.947801796	5.088510036
9758	AT5G41770	5	16717946	16721222	16719048	16720400	0.390193746	1.008999944
9759	AT5G41790	5	16725753	16732847	16727157	16732150	0.511402716	1.391729951
9760	AT5G41800	5	16733663	16736093	16734891	16735749	0.822969948	1.739660025
9761	AT5G41850	5	16756698	16758220	16756733	16757350	0.74218885	1.252560019
9762	AT5G41870	5	16758709	16760576	16759152	16759441	0.461352835	0.871681988
9763	AT5G41890	5	16764211	16766702	16765252	16765537	0.908483192	1.40260005
9764	AT5G41940	5	16781858	16785609	16782603	16785322	0.520335726	3.479330063
9765	AT5G41950	5	16785680	16789676	16786602	16788961	0.788410724	6.523739815
9766	AT5G41970	5	16791151	16793261	16791903	16792947	0.784711613	3.073400021
9767	AT5G42020	5	16807342	16810693	16808202	16809423	0.750715151	4.349160194
9768	AT5G42080	5	16820284	16825016	16820620	16824008	0.577660973	2.870440006
9769	AT5G42150	5	16846150	16848568	16847023	16847600	0.426028998	0.835038006
9770	AT5G42220	5	16872044	16878383	16873059	16877430	0.811216235	4.697090149
9771	AT5G42240	5	16887626	16891192	16890002	16890450	0.885296103	1.304749966
9772	AT5G42260	5	16898712	16900317	16899552	16900244	0.644844914	2.087599993
9773	AT5G42270	5	16902475	16905294	16903452	16904970	0.450035158	1.093500018
9774	AT5G42310	5	16915728	16918569	16917002	16918453	0.958111828	3.537309885
9775	AT5G42320	5	16918489	16921596	16918590	16920700	0.498692237	1.565700054
9776	AT5G42350	5	16931531	16934031	16932148	16933150	0.580846864	1.304749966
9777	AT5G42360	5	16936000	16938525	16936852	16937900	0.612128071	1.270709991
9778	AT5G42370	5	16938981	16941754	16939902	16940250	1.118157847	1.435220003
9779	AT5G42390	5	16945165	16953353	16945902	16952650	0.390899356	3.827260017
9780	AT5G42400	5	16953515	16961245	16954431	16960600	0.362242571	2.311269999
9781	AT5G42420	5	16968655	16970527	16969689	16969943	0.842324326	1.304749966
9782	AT5G42470	5	16982149	16984933	16982995	16984350	0.529032992	2.609489918
9783	AT5G42480	5	16985096	16988796	16985952	16988650	0.536432071	1.640249968
9784	AT5G42504	5	16996900	16997127	16996949	16997087	0.066313198	0.076038197
9785	AT5G42520	5	17000259	17002607	17001231	17002410	0.946821404	2.704390049
9786	AT5G42540	5	17007366	17014846	17008107	17014400	0.408314461	2.609489918
9787	AT5G42560	5	17014847	17017252	17015771	17016965	0.483679597	1.109040022
9788	AT5G42567	5	17018034	17018466	17018170	17018348	0.234820005	0.281022012
9789	AT5G42570	5	17021218	17022723	17021633	17021685	0.972278982	1.005139947
9790	AT5G42610	5	17062455	17064047	17063102	17063300	1.032925516	1.565700054
9791	AT5G42620	5	17066197	17071963	17067120	17071450	0.755453528	4.044720173
9792	AT5G42635	5	17076227	17076725	17076253	17076602	0.1378869	0.228331
9793	AT5G42640	5	17088695	17089597	17089088	17089554	0.250232344	0.405921012
9794	AT5G42655	5	17102027	17102896	17102552	17102759	1.012782204	1.53749001
9795	AT5G42660	5	17102924	17106103	17103201	17104711	0.726110482	2.982280016
9796	AT5G42670	5	17107855	17110761	17108952	17110466	0.714175582	1.217759967
9797	AT5G42690	5	17116376	17119892	17117702	17117950	1.106427419	1.565700054
9798	AT5G42740	5	17135661	17141173	17136492	17140728	0.453774718	2.348550081
9799	AT5G42760	5	17148808	17150451	17149352	17150411	0.398878589	1.491140008
9800	AT5G42765	5	17150238	17151681	17150288	17150784	0.522636633	1.22645998
9801	AT5G42770	5	17151988	17154618	17152852	17154207	0.696093218	2.348550081
9802	AT5G42810	5	17166702	17169459	17167702	17169348	1.050456492	6.262790203
9803	AT5G42820	5	17169283	17172787	17169289	17171094	1.088460759	5.166800022
9804	AT5G42880	5	17191499	17194131	17192752	17193926	0.461826502	0.98357898
9805	AT5G42920	5	17205971	17209650	17206602	17208400	0.817537305	3.522819996
9806	AT5G42940	5	17216329	17220672	17216497	17219516	0.543331052	4.43614006
9807	AT5G42950	5	17224270	17231384	17225141	17231007	0.628957809	6.523739815
9808	AT5G42960	5	17235092	17236679	17235859	17236565	0.438298402	0.913322985
9809	AT5G42970	5	17237153	17240816	17237602	17239934	0.337831311	1.148180008
9810	AT5G42990	5	17243987	17245988	17244279	17244578	0.500064284	0.848085999
9811	AT5G43010	5	17248290	17251200	17248753	17250350	0.548259086	1.696169972
9812	AT5G43060	5	17269310	17272298	17269825	17270400	0.575362412	1.242619991
9813	AT5G43100	5	17298814	17303058	17299860	17302627	0.427442421	1.217759967
9814	AT5G43130	5	17315326	17321231	17315952	17320559	0.454976427	2.087599993
9815	AT5G43140	5	17321395	17323484	17322902	17323050	0.738566001	0.887228012
9816	AT5G43160	5	17329275	17331352	17329402	17330583	0.662676542	1.217759967
9817	AT5G43270	5	17360287	17363880	17360595	17361797	0.638262167	2.460380077
9818	AT5G43285	5	17370473	17370857	17370512	17370637	0.449413007	0.652374029
9819	AT5G43310	5	17379486	17385596	17380221	17384466	0.501259874	2.609489918
9820	AT5G43320	5	17385760	17389600	17385957	17388568	0.358500451	1.043799996
9821	AT5G43400	5	17425840	17428237	17426293	17427150	0.814448905	1.565700054
9822	AT5G43430	5	17453517	17455297	17454302	17455297	0.698100606	1.565700054
9823	AT5G43440	5	17455233	17456695	17455292	17455350	0.414619505	0.463910013
9824	AT5G43460	5	17459873	17462516	17460647	17461850	0.450623678	0.869831026
9825	AT5G43470	5	17462547	17467448	17465052	17465400	1.127303421	1.565700054
9826	AT5G43510	5	17474049	17474485	17474052	17474453	0.234854397	0.391424
9827	AT5G43525	5	17488088	17488516	17488090	17488491	0.795275126	1.304749966
9828	AT5G43560	5	17500376	17505713	17501191	17505472	0.77409068	8.089429855
9829	AT5G43590	5	17509118	17511745	17510852	17511100	0.604409397	0.696888983
9830	AT5G43600	5	17512440	17515513	17513328	17515169	0.537411233	1.043799996
9831	AT5G43630	5	17526660	17530605	17527602	17530173	0.602416446	4.175189972
9832	AT5G43710	5	17552103	17556730	17553402	17556000	0.479826305	1.328469992
9833	AT5G43720	5	17557088	17559412	17557420	17558649	0.512298638	1.148180008
9834	AT5G43730	5	17560179	17564434	17560852	17564066	0.404018578	1.565700054
9835	AT5G43745	5	17569147	17575051	17569602	17573800	0.509568549	1.304749966
9836	AT5G43780	5	17589394	17591737	17590620	17590659	0.673941493	0.809674978
9837	AT5G43822	5	17618740	17621979	17619352	17621800	0.501232567	1.696169972
9838	AT5G43820	5	17618948	17620710	17619352	17620709	0.488914498	1.224460006
9839	AT5G43830	5	17622256	17624359	17623007	17623260	0.264218335	0.782848001
9840	AT5G43860	5	17630426	17632338	17631632	17631944	0.368078564	0.474691987
9841	AT5G43870	5	17631426	17635945	17631632	17631944	0.368078564	0.474691987
9842	AT5G43880	5	17639776	17643982	17640149	17642438	0.796866068	3.079200029
9843	AT5G43900	5	17656894	17667451	17657319	17666086	0.306222033	2.087599993
9844	AT5G43910	5	17667310	17670292	17668074	17669125	0.766094319	1.491140008
9845	AT5G43920	5	17672628	17676023	17673552	17674650	0.636041175	1.095989943
9846	AT5G43930	5	17676795	17681100	17677666	17680480	0.580970575	2.609489918
9847	AT5G43940	5	17684156	17686534	17684978	17685850	0.773459625	1.696169972
9848	AT5G43960	5	17688788	17692014	17689168	17690941	0.4263168	1.391729951
9849	AT5G44000	5	17702010	17704005	17702102	17702972	0.677737997	1.304749966
9850	AT5G44070	5	17734706	17737859	17736128	17737599	1.031572822	4.175189972
9851	AT5G44090	5	17742765	17748526	17743257	17747800	0.300649784	1.565700054
9852	AT5G44100	5	17749057	17752849	17749461	17751734	0.466513519	1.67753005
9853	AT5G44120	5	17756238	17758336	17757094	17757112	0.939442486	0.951901972
9854	AT5G44140	5	17762491	17763666	17763302	17763581	0.671207671	1.043799996
9855	AT5G44150	5	17763631	17765428	17763803	17764750	0.539845152	0.913322985
9856	AT5G44180	5	17782428	17790234	17783852	17789666	0.406720787	2.087599993
9857	AT5G44200	5	17801737	17804203	17802078	17803286	0.665211077	2.261559963
9858	AT5G44240	5	17816904	17823708	17817719	17823300	0.365262647	1.342030048
9859	AT5G44250	5	17823714	17825762	17824152	17824839	0.765606932	1.739660025
9860	AT5G44270	5	17833636	17835817	17834873	17835818	0.624478599	1.267470002
9861	AT5G44280	5	17835810	17839303	17835810	17838151	0.514234313	1.855640054
9862	AT5G44290	5	17840424	17843806	17841155	17842650	0.521213096	2.087599993
9863	AT5G44320	5	17854547	17856740	17854915	17855432	0.575123807	1.095989943
9864	AT5G44340	5	17859136	17861150	17859450	17860056	0.629635209	1.097790003
9865	AT5G44450	5	17913997	17916019	17914349	17914931	0.895990626	1.565700054
9866	AT5G44500	5	17927443	17929835	17929171	17929822	0.929710007	1.774459958
9867	AT5G44510	5	17929558	17934222	17929577	17933700	0.591781975	2.087599993
9868	AT5G44560	5	17945923	17948400	17947147	17947350	1.031371588	1.435220003
9869	AT5G44585	5	17984527	17986431	17985852	17986364	0.673560725	1.391729951
9870	AT5G44600	5	17989793	17991717	17991602	17991718	0.480745653	0.572404981
9871	AT5G44610	5	17993535	17994722	17993778	17993950	0.690256	0.926954985
9872	AT5G44640	5	18011146	18012882	18011852	18012652	0.433114919	1.565700054
9873	AT5G44660	5	18015522	18017307	18016752	18017012	0.862716158	0.999568999
9874	AT5G44700	5	18032864	18037323	18033852	18034550	0.875197287	1.174270034
9875	AT5G44720	5	18042935	18045514	18044024	18045515	0.644310191	1.565700054
9876	AT5G44730	5	18045480	18047075	18045514	18046119	0.641899533	1.315189958
9877	AT5G44750	5	18052607	18060169	18053202	18059700	0.367394598	1.913630009
9878	AT5G44760	5	18060586	18062764	18061302	18061700	0.821485616	1.391729951
9879	AT5G44790	5	18075562	18080160	18075930	18079103	0.540330252	1.739660025
9880	AT5G44800	5	18083277	18093907	18083651	18092717	0.394419923	2.609489918
9881	AT5G44830	5	18100080	18101885	18100136	18101763	0.317417117	0.969241023
9882	AT5G44840	5	18104769	18107140	18104877	18106530	0.265455853	0.521898985
9883	AT5G44860	5	18110018	18111813	18110064	18110900	0.462111997	0.760156989
9884	AT5G44930	5	18138775	18142159	18140002	18140750	0.939718541	1.752089977
9885	AT5G45020	5	18168147	18170775	18169702	18170200	0.973697603	2.087599993
9886	AT5G45030	5	18172410	18176207	18173102	18175900	1.028566728	11.48180008
9887	AT5G45050	5	18176894	18181973	18177852	18181107	0.488970658	4.001220226
9888	AT5G45060	5	18182038	18187081	18182802	18186136	0.516718614	1.957119942
9889	AT5G45110	5	18228768	18231588	18229941	18231264	0.70664957	2.348550081
9890	AT5G45130	5	18244171	18246450	18245117	18246141	0.289836043	0.695864975
9891	AT5G45140	5	18247149	18258197	18247702	18257250	0.38484257	1.461320043
9892	AT5G45160	5	18264616	18270296	18265663	18270175	0.479213581	1.565700054
9893	AT5G45170	5	18270286	18273263	18270438	18272254	0.556262863	2.870440006
9894	AT5G45180	5	18274179	18276586	18274477	18274550	0.456661493	0.521898985
9895	AT5G45190	5	18277080	18281909	18277685	18281171	0.259654995	0.913322985
9896	AT5G45210	5	18295437	18298642	18297952	18298212	0.985395352	1.565700054
9897	AT5G45230	5	18302147	18308303	18306086	18307025	0.664705729	1.739660025
9898	AT5G45250	5	18321764	18326175	18322117	18324900	0.479819488	3.757669926
9899	AT5G45260	5	18326203	18332920	18326979	18331292	0.438961544	2.087599993
9900	AT5G45275	5	18334205	18337396	18334852	18335804	0.676557548	1.565700054
9901	AT5G45300	5	18353525	18356888	18354618	18356452	0.490711288	0.978559971
9902	AT5G45330	5	18363406	18366684	18363573	18365897	1.077309699	5.392960072
9903	AT5G45350	5	18381799	18384069	18382502	18382801	0.455410828	0.905647993
9904	AT5G45360	5	18384489	18386871	18385002	18386063	0.832571494	2.609489918
9905	AT5G45380	5	18390942	18395928	18393822	18394550	0.945223933	2.989059925
9906	AT5G45390	5	18396254	18398138	18397402	18397877	0.323123403	0.652374029
9907	AT5G45410	5	18401908	18403947	18401955	18402800	1.153101174	3.653290033
9908	AT5G45420	5	18404015	18406693	18404631	18404922	0.504192429	1.043799996
9909	AT5G45430	5	18407150	18411977	18408107	18411770	0.552775795	2.261559963
9910	AT5G45470	5	18421985	18425042	18423502	18424200	0.80682742	1.391729951
9911	AT5G45480	5	18426104	18429090	18426602	18427200	0.647132251	2.75861001
9912	AT5G45500	5	18432446	18435524	18432796	18434000	0.619148	1.217759967
9913	AT5G45510	5	18444607	18449446	18446052	18448626	0.647582184	2.087599993
9914	AT5G45550	5	18462107	18465097	18463133	18464471	0.498397752	1.174270034
9915	AT5G45560	5	18465283	18470944	18466152	18470450	0.533049997	2.609489918
9916	AT5G45600	5	18487798	18489869	18488782	18489608	0.586885389	1.826650023
9917	AT5G45610	5	18496228	18499888	18496382	18498910	0.549882557	1.565700054
9918	AT5G45620	5	18501486	18504144	18502152	18503842	0.399770379	2.087599993
9919	AT5G45660	5	18524889	18527040	18526159	18526707	0.508098698	0.831171989
9920	AT5G45710	5	18540665	18542864	18541802	18542300	0.757996306	1.565700054
